Country  Name   Lat    Long   Elevation
India	Kalasubai Mountain	19.596773	73.706251	1643.0	m
India	Hanchadragarh Mountain	19.399134	73.768153	4175.0	m
India	Malangarh Mountain	19.106811	73.17732	1462.0	m
India	Matheran	18.985921	73.265819	800.0	m
India	Karnala Mountain	18.895545	73.126493	1015.0	m
India	Shingi Mountain	18.944433	73.67869	2555.0	m
India	Wafgaon Mountain	18.910838	74.018382	2575.0	m
India	Mathuri Mountain	19.163467	75.465709	1780.0	m
India	Kamalgarh Mountain	17.96363	73.744256	4066.0	m
India	Gimona Mountain	17.798156	73.14238	811.0	m
India	Mahadeo Mountain	17.831782	74.249704	3004.0	m
India	Varval Mountain	18.534857	76.786898	2158.0	m
India	Shivlingapa Mountain	18.732803	77.602442	1303.0	m
India	Rati Gutta Mountain	18.511593	78.465807	554.0	m
India	Dharur Mountain	18.051456	76.132699	2235.0	m
India	Munganal Mountain	18.21448	77.384537	2022.0	m
India	Puchal Mountain	17.700032	78.299486	573.0	m
India	Pirmulo Mountain	17.882868	78.597743	1995.0	m
India	Kandenmarai Mountain	17.532538	77.701136	2215.0	m
India	Pochamagat Mountain	16.905066	77.928161	586.0	m
India	Kishora Gutta Mountain	17.524211	78.689628	2026.0	m
India	Enkiloni Mountain	17.495837	78.679918	1945.0	m
India	Majala Mountain	16.789654	74.453175	2319.0	m
India	Sonsagar Mountain	15.526461	74.283898	889.0	m
India	Srimant Gudda Mountain	15.132426	75.599967	612.0	m
India	Impagat Mountain	16.71609	77.666349	1899.0	m
India	Seshachalam Mountain	14.333012	78.248671	372.0	m
India	Kodachadri Mountain	13.854998	74.869381	1343.0	m
India	Mertigudda Mountain	13.282797	75.366335	1196.0	m
India	Kudremukh Mountain	13.124515	75.260399	1818.0	m
India	Pushpagiri Mountain	12.666524	75.68358	1533.0	m
India	Koorg Mountain	12.59805	75.684492	2170.0	m
India	Purakkad Mountain	11.487997	75.656268	211.0	m
India	Pandot Kunnu Mountain	11.39996	75.716608	76.0	m
India	Palkunnu Mountain	11.402395	75.809375	398.0	m
India	Hanne Gudda Mountain	13.750011	75.953197	3171.0	m
India	Innaglur Mountain	14.039489	78.077678	3128.0	m
India	Chembra Mountain	11.536123	76.084345	5824.0	m
India	Aruvacode Mountain	11.264524	76.22769	222.0	m
India	Mukurti Mountain	11.365959	76.517718	2379.0	m
India	Doda Betta	11.403546	76.736013	2623.0	m
India	Melagiri Mountain	12.411547	77.747744	2540.0	m
India	Krishna Devarayar Mountain	12.538186	78.212769	2316.0	m
India	Bodamalai Betta Mountain	11.91466	77.550616	3190.0	m
India	Kanjamalai Mountain	11.616795	78.066905	2512.0	m
India	Kalrayan Mountain	11.833625	78.668267	2501.0	m
India	Ninar Malai Mountain	11.316473	78.20115	1790.0	m
India	Kollimalai Mountain	11.332552	78.333387	1302.0	m
