Country  Name   Lat    Long   Elevation
?Country	Type	Mountain	Latitude	Longitude	Elevation	nullfailed parseLat failed parseLong failed parseElevation 
Australia	Mountain	Yardiacco Hill	-28.754191	118.313913 459 m	nullrecord is not valid
Austria    Mountain	Kapall	47.148606	10.248999	2315 m	nullrecord is not valid
Austria	Mountain    Keeskogel	47.136328	12.311784	3291 m	nullrecord is not valid
Austria	Mountain	Rinnkogel	47.666742	13.485926 1823 m	nullrecord is not valid
Malawi    Mountain	Kabondwe	-11.632274	33.541038	1370 m	nullrecord is not valid
Malawi	Mountain	Chimphako	??????	??????	1220 m	nullfailed parseLat failed parseLong 
Malawi	Mountain	Mateska	-16.936602	35.172428 953 m	nullrecord is not valid
Lesotho	Mountain	Thaba Putsua	-30349	28.033985	2908 m	nullLatitude is off the earth
Malawi    Mountain	Nakasindagombwe	-9.662151	33.316947	1348 m	nullrecord is not valid
Mozambique	Mountain	Camuala	-14.807983	32.183669	1104 ??	nullfailed parseElevation 
Mozambique	Mountain	Muijeleveti	-12.707444	35.878231	???? m	nullfailed parseElevation 
Mozambique	Mountain	Namocolue	-13.628042	37.767223 556 m	nullrecord is not valid
Mozambique	Mountain    Niuapa	-13.156035	38.390286	623 m	nullrecord is not valid
Mozambique	Mountain	Tava	-12.723603	39.259216	???? m	nullfailed parseElevation 
Mozambique	Mountain	Tecapuaro	-13.985292 39.268144	456 m	nullrecord is not valid
Mozambique	Mountain	Lipembe	-16.288878	35.708239	???? m	nullfailed parseElevation 
Mozambique    Mountain	Comane	-16.194331	36.599735	939 m	nullrecord is not valid
Mozambique	Mountain	Tipui	-13866	39.402200	458 m	nullLatitude is off the earth
Mozambique	Mountain	Ecopo	??????	??????	431 m	nullfailed parseLat failed parseLong 
Mozambique	Mountain	Nahomo	-13.969414	39.954040 376 m	nullrecord is not valid
Mozambique	Mountain	Silivala	-13709	40.377086	264 m	nullLatitude is off the earth
Mozambique	Mountain	Nacoma	??????	??????	211 m	nullfailed parseLat failed parseLong 
Mozambique	Mountain	Nango	-17.416771 34.200170	378 m	nullrecord is not valid
Norway    Mountain	Jiehkkevárri	69.469243	19.877617	1834 m	nullrecord is not valid
Peru	Mountain	Nevado Jonorane	-14.081996 -70.770504	5553 m	nullrecord is not valid
New Zealand	Mountain	Mount Gifford Third Peak    -44.728700	168.061924	2081 m	nullrecord is not valid
New Zealand	Mountain	Ngarangipukahu	-35.512645	173.566958 718 m	nullrecord is not valid
New Zealand	Mountain	Rotopaunga	??????	??????	1856 m	nullfailed parseLat failed parseLong 
New Zealand	Mountain	Te Koikoi    -38.515959	176.810436	864 m	nullrecord is not valid
New Zealand	Mountain	Taharewaewae    -38.786516	176.968982	1013 m	nullrecord is not valid
New Zealand    Mountain	Mount Gorgeous	-41.449086	172.250825	1261 m	nullrecord is not valid
New Zealand	Mountain	Mount Argelin	-41.809368	173.572157	???? m	nullfailed parseElevation 
New Zealand	Mountain	Meteor Peak	-43.515784	170.234158 2624 m	nullrecord is not valid
New Zealand	Mountain	Aiguilles Rouges	-43.577512	170.291729	2950 ??	nullfailed parseElevation 
New Zealand	Mountain	Ferintosh Peak	??????	??????	2497 m	nullfailed parseLat failed parseLong 
New Zealand	Mountain	Chest Peak	-43.103225	172.020258 1936 m	nullrecord is not valid
New Zealand    Mountain	Mount Barton	-41.556870	175.317244	889 m	nullrecord is not valid
New Zealand	Mountain    Fleetwood Peak	-45.069400	167.262901	1286 m	nullrecord is not valid
New Zealand	Mountain    Christmas Hill	-45.074114	167.309107	1165 m	nullrecord is not valid
New Zealand	Mountain	Mount Owen	-45301	167.571273	1763 m	nullLatitude is off the earth
New Zealand	Mountain	Lorn Peak    -45.343978	168.791876	1638 m	nullrecord is not valid
Peru	Mountain	Nevado Yanaulo	-11.912652	-74.820124 5142 m	nullrecord is not valid
Pakistan	Mountain	Chhatri Mountain	33.305527	74.105762	???? m	nullfailed parseElevation 
Philippines	Mountain    Mount Tungtayan	16.833333	120.650000	1600 m	nullrecord is not valid
Philippines	Mountain	Mount Llorente	10966	122.316728	1344 m	nullLatitude is off the earth
Russia	Mountain	Mount Dyultydag    41.956700	46.926300	4127 m	nullrecord is not valid
Philippines	Mountain	Mount Orcog	16.483190	121.000028	???? m	nullfailed parseElevation 
South Africa    Mountain	Kanonkop	-29.248007	17.736402	948 m	nullrecord is not valid
South Africa    Mountain	Rietberg	-29.485528	17.883860	1313 m	nullrecord is not valid
South Africa	Mountain	Koeberg	-33.716387	18.555995 351 m	nullrecord is not valid
South Africa	Mountain	Bordje	??????	??????	245 m	nullfailed parseLat failed parseLong 
South Africa	Mountain	Groot Phesantekraal	-33.798438	18.676031 95 m	nullrecord is not valid
South Africa	Mountain	Wemmershoekpiek    -33.854240	19.189038	1687 m	nullrecord is not valid
South Africa	Mountain	Spitskop	??????	??????	1204 m	nullfailed parseLat failed parseLong 
South Africa	Mountain	Vaalkop	-25.567645	26265	1402 m	nullLongitude is off the earth
South Africa	Mountain	Ribbokkop	-23.954091	28.532957	1461 ??	nullfailed parseElevation 
South Africa	Mountain    Tama Kgoshi	-24.724481	30.048128	1883 m	nullrecord is not valid
South Africa    Mountain	Nyunyani	-22.823021	31.125341	454 m	nullrecord is not valid
South Africa	Mountain	Bokweni    -27.369997	31.986502	675 m	nullrecord is not valid
South Africa	Mountain	Mpampamana	-27.606478	31.901326	462 ??	nullfailed parseElevation 
South Africa	Mountain	Kamrant	-30.882623 23.054610	1263 m	nullrecord is not valid
South Africa	Mountain	Bloukop	-29.050638	26.583792	???? m	nullfailed parseElevation 
South Africa	Mountain	Intabamnyama	-30.605451	27.669758	2432 ??	nullfailed parseElevation 
South Africa	Mountain	Grootberg	-32.222850	23.867171	???? m	nullfailed parseElevation 
South Africa	Mountain	Beyersfontein    -32.344544	23.357161	1123 m	nullrecord is not valid
South Africa	Mountain	Spitskop	-32767	24.146866	958 m	nullLatitude is off the earth
South Africa	Mountain	Nsaly	-28.906220 30.617121	1338 m	nullrecord is not valid
South Africa	Mountain	Nkengeni	-30.048407	30.187172 898 m	nullrecord is not valid
Taiwan	Mountain    Hong Mountain	24.444876	118.239261	80 m	nullrecord is not valid
Taiwan	Mountain	Hutou Mountain	??????	??????	61 m	nullfailed parseLat failed parseLong 
Taiwan	Mountain	Dashe Mountain	24.258065	120.688706	182 ??	nullfailed parseElevation 
Taiwan	Mountain	Dapingshan	22.981928	120.355842 68 m	nullrecord is not valid
Taiwan    Mountain	Beinan Main Mountain	23.051081	120.874347	3293 m	nullrecord is not valid
Taiwan	Mountain    Neipo Mountain	24.946188	121.455944	368 m	nullrecord is not valid
Taiwan	Mountain	Poluo Mountain	24.639374	121.477071	???? m	nullfailed parseElevation 
Taiwan	Mountain	Pingfong Mountain	24.149645	121342	3248 m	nullLongitude is off the earth
Taiwan	Mountain    Qilai Mountain	24.086174	121.323328	3559 m	nullrecord is not valid
Tanzania	Mountain	Chenene	-5.585119	35.808563	1794 ??	nullfailed parseElevation 
Tanzania	Mountain	Parmusani    -8.834315	34.804419	1658 m	nullrecord is not valid
United States	Mountain	Square Peak	48.866409	-114.104519 2675 m	nullrecord is not valid
United States	Mountain	Sarcee Mountain 48.988271862022	-113.78849029541	2545 m	nullrecord is not valid
United States	Volcano	Haleakala	20.7100375889508	-156.25373840332	10,023 ft	nullfailed parseElevation 
United States	Mountain	Mount Bross	39.3352932229744	-106.107501983643	14,172 ft	nullfailed parseElevation 
United States	Mountain	Columbia Point	38.2963896	-105.2033248	13,980 ft	nullfailed parseElevation 
United States	Mountain	Mount Zirkel	40.8312811391357	-106.663255691528	12,180 ft	nullfailed parseElevation 
United States	Mountain	Challenger Point	37.9797245503786	-105.602645874023	14,080 ft	nullfailed parseElevation 
United States    Mountain	Fresno Dome	37.452666	-119.546666	2298 m	nullrecord is not valid
United States	Mountain	Wyoming Peak	42.6153280787144	-110.627431869507	11,378 ft	nullfailed parseElevation 
United States	Mountain	North Maroon Peak	39.0760430125401	-106.98709487915	14,014 ft	nullfailed parseElevation 
United States	Mountain	Lone Mountain	45.2782083170843	-111.450634002686	11,166 ft	nullfailed parseElevation 
United States	Mountain	Mount Douglas	45.297882	-110.184761	11,300 ft	nullfailed parseElevation 
United States	Mountain	Hyndman Peak	43.7493351828317	-114.131212234497	12,078 ft	nullfailed parseElevation 
United States	Mountain	Washakie Needles	43.7475371069627	-109.2018699646	12,518 ft	nullfailed parseElevation 
United States	Volcano	Mount Hood	45.3734935430662	-121.69581413269	11,239 ft	nullfailed parseElevation 
United States	Mountain	Clements Mountain	48.692433	-113.741026	???? m	nullfailed parseElevation 
United States	Mountain	Tweedy Mountain	45.4804752790816	-112.96537399292	11,154 ft	nullfailed parseElevation 
United States	Mountain	Hollowtop Mountain	45.6116358575251	-112.008275985718	10,513 ft	nullfailed parseElevation 
United States	Volcano	South Sister	44.1035502789205	-121.769371032715	10,358 ft	nullfailed parseElevation 
United States	Mountain	Mount Powell	39.7603213077231	-106.340618133545	13,534 ft	nullfailed parseElevation 
United States	Mountain	Denali	63.0695	-151.0074	20,320 ft	nullfailed parseElevation 
Venezuela	Mountain	Cerro La Yegüera	??????	??????	255 m	nullfailed parseLat failed parseLong 
Namibia	Mountain	Platkop    -24.627984	16.568174	1501 m	nullrecord is not valid
Namibia	Mountain	Nagel	-25317	16.222028	1562 m	nullLatitude is off the earth
Namibia	Mountain	Hahnenkarn	-25.643697 16.463153	1864 m	nullrecord is not valid
Namibia    Mountain	Ganaams	-25.583271	16.568878	1928 m	nullrecord is not valid
Namibia	Mountain    Rotkuppe	-27.058584	15.586578	592 m	nullrecord is not valid
Namibia    Mountain	Eroseck	-22.515506	17.142596	1888 m	nullrecord is not valid
Namibia	Mountain	Bitter	??????	??????	1002 m	nullfailed parseLat failed parseLong 
Canada	Mountain	Mount Edith Cavell	52.667419	-118.056633	3368 ??	nullfailed parseElevation 
Sri Lanka	Mountain	Little Adam's Peak	6.865050	81.063017 1151 m	nullrecord is not valid
Sri Lanka	Mountain	Buwalpola Kanda    6.974863	80.881605	1681 m	nullrecord is not valid
Chile	Mountain	Alto de las Placetas	-34.855087	-70.469549	???? m	nullfailed parseElevation 
Chile	Mountain	Cerro Tres Horquetas	-39.022835	-71916	1533 m	nullLongitude is off the earth
Chile	Mountain	Cerro Casa de Piedra	-38.249033	-71.806126	1711 ??	nullfailed parseElevation 
Chile	Mountain	Cerro Rincón de Abra	??????	??????	725 m	nullfailed parseLat failed parseLong 
Chile    Mountain	Cerro Risco Bayo	-34.299958	-71.218016	901 m	nullrecord is not valid
Chile	Mountain	Cerro Mancumán	-34.414249	-71.345908	???? m	nullfailed parseElevation 
Chile	Mountain	Cerro El Jote	-29.995756	-71.170221 839 m	nullrecord is not valid
Chile    Mountain	Cerro Moreno	-22.982317	-67.153988	4524 m	nullrecord is not valid
Chile    Mountain	Cerro El Mirador	-39.202113	-72.610524	520 m	nullrecord is not valid
Chile	Mountain	Cerro Las Sierrecillas	-33.966890	-70.856538	???? m	nullfailed parseElevation 
Colombia    Mountain	Cerro	7.291370	-72.806362	4008 m	nullrecord is not valid
Ecuador	Mountain	Genovesa	??????	??????	64 m	nullfailed parseLat failed parseLong 
Ecuador	Mountain	Ilaló    -0.258002	-78.410616	3150 m	nullrecord is not valid
Ecuador	Mountain	Monja Chica	-1.682701	-78.411941	5080 ??	nullfailed parseElevation 
Ecuador	Mountain	Cuniburo	-0.037132	-78.152913 3346 m	nullrecord is not valid
Ecuador	Mountain	Cerro Arquitecto	??????	??????	4307 m	nullfailed parseLat failed parseLong 
Ecuador	Mountain	Cerro Cabeza	-0.999432	-78.876824	???? m	nullfailed parseElevation 
Ecuador	Mountain	El Centinela    -0.478938	-79.030175	2570 m	nullrecord is not valid
Ethiopia	Mountain	Ualle Issi	11.420321	41.326805 492 m	nullrecord is not valid
Andorra    Mountain	Casamanya Peak	42.584607	1.565447	2740 m	nullrecord is not valid
Fiji	Mountain	Korokayiu	-18.183330	177900	312 m	nullLongitude is off the earth
Fiji	Mountain	Tomuna    -17.650000	178.783330	272 m	nullrecord is not valid
Germany	Mountain	Hinterreintalschrofen	??????	??????	2670 m	nullfailed parseLat failed parseLong 
